Direction,Year,Date,Weekday,Current_Match,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2017,24/03/2017,Friday,20/03/2020,European Union (28),All,All,$,10000000,708000000
Exports,2017,25/03/2017,Saturday,21/03/2020,European Union (28),All,All,$,22000000,729000000
Exports,2017,26/03/2017,Sunday,22/03/2020,European Union (28),All,All,$,17000000,747000000
Exports,2017,27/03/2017,Monday,23/03/2020,European Union (28),All,All,$,43000000,789000000
Exports,2017,28/03/2017,Tuesday,24/03/2020,European Union (28),All,All,$,10000000,799000000
Exports,2017,29/03/2017,Wednesday,25/03/2020,European Union (28),All,All,$,18000000,817000000
Exports,2017,30/03/2017,Thursday,26/03/2020,European Union (28),All,All,$,22000000,839000000
Exports,2017,31/03/2017,Friday,27/03/2020,European Union (28),All,All,$,19000000,858000000
Exports,2017,1/04/2017,Saturday,28/03/2020,European Union (28),All,All,$,25000000,883000000
Exports,2017,2/04/2017,Sunday,29/03/2020,European Union (28),All,All,$,9000000,892000000
Exports,2017,3/04/2017,Monday,30/03/2020,European Union (28),All,All,$,40000000,932000000
Exports,2017,4/04/2017,Tuesday,31/03/2020,European Union (28),All,All,$,8000000,941000000
Exports,2017,5/04/2017,Wednesday,1/04/2020,European Union (28),All,All,$,3000000,944000000
Exports,2017,6/04/2017,Thursday,2/04/2020,European Union (28),All,All,$,12000000,956000000
Exports,2017,7/04/2017,Friday,3/04/2020,European Union (28),All,All,$,14000000,970000000
Exports,2017,8/04/2017,Saturday,4/04/2020,European Union (28),All,All,$,16000000,986000000
Exports,2017,9/04/2017,Sunday,5/04/2020,European Union (28),All,All,$,14000000,1000000000
Exports,2017,10/04/2017,Monday,6/04/2020,European Union (28),All,All,$,45000000,1046000000
Exports,2017,11/04/2017,Tuesday,7/04/2020,European Union (28),All,All,$,16000000,1062000000
Exports,2017,12/04/2017,Wednesday,8/04/2020,European Union (28),All,All,$,17000000,1079000000
Exports,2017,13/04/2017,Thursday,9/04/2020,European Union (28),All,All,$,20000000,1099000000
Exports,2017,14/04/2017,Friday,10/04/2020,European Union (28),All,All,$,18000000,1116000000
Exports,2017,15/04/2017,Saturday,11/04/2020,European Union (28),All,All,$,17000000,1134000000
Exports,2017,16/04/2017,Sunday,12/04/2020,European Union (28),All,All,$,8000000,1142000000
Exports,2017,17/04/2017,Monday,13/04/2020,European Union (28),All,All,$,31000000,1173000000
Exports,2017,18/04/2017,Tuesday,14/04/2020,European Union (28),All,All,$,5000000,1178000000
Exports,2017,19/04/2017,Wednesday,15/04/2020,European Union (28),All,All,$,16000000,1194000000
Exports,2017,20/04/2017,Thursday,16/04/2020,European Union (28),All,All,$,12000000,1206000000
Exports,2017,21/04/2017,Friday,17/04/2020,European Union (28),All,All,$,13000000,1218000000
Exports,2017,22/04/2017,Saturday,18/04/2020,European Union (28),All,All,$,11000000,1229000000
Exports,2017,23/04/2017,Sunday,19/04/2020,European Union (28),All,All,$,17000000,1246000000
Exports,2017,24/04/2017,Monday,20/04/2020,European Union (28),All,All,$,27000000,1273000000
Exports,2017,25/04/2017,Tuesday,21/04/2020,European Union (28),All,All,$,8000000,1281000000
Exports,2017,26/04/2017,Wednesday,22/04/2020,European Union (28),All,All,$,20000000,1301000000
Exports,2017,27/04/2017,Thursday,23/04/2020,European Union (28),All,All,$,21000000,1322000000
Exports,2017,28/04/2017,Friday,24/04/2020,European Union (28),All,All,$,13000000,1334000000
Exports,2017,29/04/2017,Saturday,25/04/2020,European Union (28),All,All,$,14000000,1349000000
Exports,2017,30/04/2017,Sunday,26/04/2020,European Union (28),All,All,$,11000000,1360000000
Exports,2017,1/05/2017,Monday,27/04/2020,European Union (28),All,All,$,26000000,1386000000
Exports,2017,2/05/2017,Tuesday,28/04/2020,European Union (28),All,All,$,8000000,1394000000
Exports,2017,3/05/2017,Wednesday,29/04/2020,European Union (28),All,All,$,4000000,1398000000
Exports,2017,4/05/2017,Thursday,30/04/2020,European Union (28),All,All,$,12000000,1410000000
Exports,2017,5/05/2017,Friday,1/05/2020,European Union (28),All,All,$,15000000,1425000000
Exports,2017,6/05/2017,Saturday,2/05/2020,European Union (28),All,All,$,36000000,1461000000
Exports,2017,7/05/2017,Sunday,3/05/2020,European Union (28),All,All,$,16000000,1477000000
Exports,2017,8/05/2017,Monday,4/05/2020,European Union (28),All,All,$,31000000,1508000000
Exports,2017,9/05/2017,Tuesday,5/05/2020,European Union (28),All,All,$,12000000,1520000000
Exports,2017,10/05/2017,Wednesday,6/05/2020,European Union (28),All,All,$,15000000,1535000000
Exports,2017,11/05/2017,Thursday,7/05/2020,European Union (28),All,All,$,28000000,1563000000
Exports,2017,12/05/2017,Friday,8/05/2020,European Union (28),All,All,$,26000000,1589000000
Exports,2017,13/05/2017,Saturday,9/05/2020,European Union (28),All,All,$,28000000,1617000000
Exports,2017,14/05/2017,Sunday,10/05/2020,European Union (28),All,All,$,7000000,1624000000
Exports,2017,15/05/2017,Monday,11/05/2020,European Union (28),All,All,$,27000000,1651000000
Exports,2017,16/05/2017,Tuesday,12/05/2020,European Union (28),All,All,$,12000000,1662000000
Exports,2017,17/05/2017,Wednesday,13/05/2020,European Union (28),All,All,$,9000000,1672000000
Exports,2017,18/05/2017,Thursday,14/05/2020,European Union (28),All,All,$,19000000,1690000000
Exports,2017,19/05/2017,Friday,15/05/2020,European Union (28),All,All,$,14000000,1705000000
Exports,2017,20/05/2017,Saturday,16/05/2020,European Union (28),All,All,$,15000000,1720000000
Exports,2017,21/05/2017,Sunday,17/05/2020,European Union (28),All,All,$,10000000,1730000000
Exports,2017,22/05/2017,Monday,18/05/2020,European Union (28),All,All,$,24000000,1753000000
Exports,2017,23/05/2017,Tuesday,19/05/2020,European Union (28),All,All,$,17000000,1770000000
Exports,2017,24/05/2017,Wednesday,20/05/2020,European Union (28),All,All,$,33000000,1803000000
Exports,2017,25/05/2017,Thursday,21/05/2020,European Union (28),All,All,$,19000000,1822000000
Exports,2017,26/05/2017,Friday,22/05/2020,European Union (28),All,All,$,17000000,1839000000
Exports,2017,27/05/2017,Saturday,23/05/2020,European Union (28),All,All,$,25000000,1864000000
Exports,2017,28/05/2017,Sunday,24/05/2020,European Union (28),All,All,$,7000000,1871000000
Exports,2017,29/05/2017,Monday,25/05/2020,European Union (28),All,All,$,27000000,1898000000
Exports,2017,30/05/2017,Tuesday,26/05/2020,European Union (28),All,All,$,10000000,1908000000
Exports,2017,31/05/2017,Wednesday,27/05/2020,European Union (28),All,All,$,20000000,1928000000
Exports,2017,1/06/2017,Thursday,28/05/2020,European Union (28),All,All,$,23000000,1951000000
Exports,2017,2/06/2017,Friday,29/05/2020,European Union (28),All,All,$,24000000,1976000000
Exports,2017,3/06/2017,Saturday,30/05/2020,European Union (28),All,All,$,11000000,1987000000
Exports,2017,4/06/2017,Sunday,31/05/2020,European Union (28),All,All,$,8000000,1995000000
Exports,2017,5/06/2017,Monday,1/06/2020,European Union (28),All,All,$,22000000,2017000000
Exports,2017,6/06/2017,Tuesday,2/06/2020,European Union (28),All,All,$,14000000,2031000000
Exports,2017,7/06/2017,Wednesday,3/06/2020,European Union (28),All,All,$,9000000,2040000000
Exports,2017,8/06/2017,Thursday,4/06/2020,European Union (28),All,All,$,25000000,2065000000
Exports,2017,9/06/2017,Friday,5/06/2020,European Union (28),All,All,$,15000000,2080000000
Exports,2017,10/06/2017,Saturday,6/06/2020,European Union (28),All,All,$,23000000,2103000000
Exports,2017,11/06/2017,Sunday,7/06/2020,European Union (28),All,All,$,6000000,2110000000
Exports,2017,12/06/2017,Monday,8/06/2020,European Union (28),All,All,$,38000000,2147000000
Exports,2017,13/06/2017,Tuesday,9/06/2020,European Union (28),All,All,$,7000000,2155000000
Exports,2017,14/06/2017,Wednesday,10/06/2020,European Union (28),All,All,$,2000000,2157000000
Exports,2017,15/06/2017,Thursday,11/06/2020,European Union (28),All,All,$,10000000,2167000000
Exports,2017,16/06/2017,Friday,12/06/2020,European Union (28),All,All,$,18000000,2185000000
Exports,2017,17/06/2017,Saturday,13/06/2020,European Union (28),All,All,$,10000000,2195000000
Exports,2017,18/06/2017,Sunday,14/06/2020,European Union (28),All,All,$,9000000,2204000000
Exports,2017,19/06/2017,Monday,15/06/2020,European Union (28),All,All,$,22000000,2226000000
Exports,2017,20/06/2017,Tuesday,16/06/2020,European Union (28),All,All,$,14000000,2240000000
Exports,2017,21/06/2017,Wednesday,17/06/2020,European Union (28),All,All,$,7000000,2247000000
Exports,2017,22/06/2017,Thursday,18/06/2020,European Union (28),All,All,$,28000000,2275000000
Exports,2017,23/06/2017,Friday,19/06/2020,European Union (28),All,All,$,17000000,2292000000
Exports,2017,24/06/2017,Saturday,20/06/2020,European Union (28),All,All,$,10000000,2302000000
Exports,2017,25/06/2017,Sunday,21/06/2020,European Union (28),All,All,$,7000000,2309000000
Exports,2017,26/06/2017,Monday,22/06/2020,European Union (28),All,All,$,18000000,2326000000
Exports,2017,27/06/2017,Tuesday,23/06/2020,European Union (28),All,All,$,16000000,2342000000
Exports,2017,28/06/2017,Wednesday,24/06/2020,European Union (28),All,All,$,11000000,2353000000
Exports,2017,29/06/2017,Thursday,25/06/2020,European Union (28),All,All,$,10000000,2363000000
Exports,2017,30/06/2017,Friday,26/06/2020,European Union (28),All,All,$,25000000,2388000000
Exports,2017,1/07/2017,Saturday,27/06/2020,European Union (28),All,All,$,8000000,2396000000
Exports,2017,2/07/2017,Sunday,28/06/2020,European Union (28),All,All,$,25000000,2421000000
Exports,2017,3/07/2017,Monday,29/06/2020,European Union (28),All,All,$,14000000,2435000000
Exports,2017,4/07/2017,Tuesday,30/06/2020,European Union (28),All,All,$,9000000,2444000000
Exports,2017,5/07/2017,Wednesday,1/07/2020,European Union (28),All,All,$,8000000,2452000000
Exports,2017,6/07/2017,Thursday,2/07/2020,European Union (28),All,All,$,19000000,2471000000
Exports,2017,7/07/2017,Friday,3/07/2020,European Union (28),All,All,$,16000000,2488000000
Exports,2017,8/07/2017,Saturday,4/07/2020,European Union (28),All,All,$,22000000,2510000000
Exports,2017,9/07/2017,Sunday,5/07/2020,European Union (28),All,All,$,14000000,2524000000
Exports,2017,10/07/2017,Monday,6/07/2020,European Union (28),All,All,$,36000000,2560000000
Exports,2017,11/07/2017,Tuesday,7/07/2020,European Union (28),All,All,$,6000000,2566000000
Exports,2017,12/07/2017,Wednesday,8/07/2020,European Union (28),All,All,$,3000000,2569000000
Exports,2017,13/07/2017,Thursday,9/07/2020,European Union (28),All,All,$,11000000,2580000000
Exports,2017,14/07/2017,Friday,10/07/2020,European Union (28),All,All,$,14000000,2595000000
Exports,2017,15/07/2017,Saturday,11/07/2020,European Union (28),All,All,$,13000000,2607000000
Exports,2017,16/07/2017,Sunday,12/07/2020,European Union (28),All,All,$,11000000,2618000000
Exports,2017,17/07/2017,Monday,13/07/2020,European Union (28),All,All,$,24000000,2642000000
Exports,2017,18/07/2017,Tuesday,14/07/2020,European Union (28),All,All,$,6000000,2648000000
Exports,2017,19/07/2017,Wednesday,15/07/2020,European Union (28),All,All,$,15000000,2663000000
Exports,2017,20/07/2017,Thursday,16/07/2020,European Union (28),All,All,$,30000000,2693000000
Exports,2017,21/07/2017,Friday,17/07/2020,European Union (28),All,All,$,15000000,2708000000
Exports,2017,22/07/2017,Saturday,18/07/2020,European Union (28),All,All,$,23000000,2731000000
Exports,2017,23/07/2017,Sunday,19/07/2020,European Union (28),All,All,$,9000000,2740000000
Exports,2017,24/07/2017,Monday,20/07/2020,European Union (28),All,All,$,17000000,2757000000
Exports,2017,25/07/2017,Tuesday,21/07/2020,European Union (28),All,All,$,7000000,2764000000
Exports,2017,26/07/2017,Wednesday,22/07/2020,European Union (28),All,All,$,9000000,2773000000
Exports,2017,27/07/2017,Thursday,23/07/2020,European Union (28),All,All,$,15000000,2788000000
Exports,2017,28/07/2017,Friday,24/07/2020,European Union (28),All,All,$,19000000,2808000000
Exports,2017,29/07/2017,Saturday,25/07/2020,European Union (28),All,All,$,39000000,2846000000
Exports,2017,30/07/2017,Sunday,26/07/2020,European Union (28),All,All,$,10000000,2856000000
Exports,2017,31/07/2017,Monday,27/07/2020,European Union (28),All,All,$,15000000,2871000000
Exports,2017,1/08/2017,Tuesday,28/07/2020,European Union (28),All,All,$,7000000,2878000000
Exports,2017,2/08/2017,Wednesday,29/07/2020,European Union (28),All,All,$,11000000,2889000000
Exports,2018,3/02/2018,Saturday,1/02/2020,European Union (28),All,All,$,12000000,12000000
Exports,2018,4/02/2018,Sunday,2/02/2020,European Union (28),All,All,$,16000000,28000000
Exports,2018,5/02/2018,Monday,3/02/2020,European Union (28),All,All,$,26000000,54000000
Exports,2018,6/02/2018,Tuesday,4/02/2020,European Union (28),All,All,$,12000000,66000000
Exports,2018,7/02/2018,Wednesday,5/02/2020,European Union (28),All,All,$,3000000,69000000
Exports,2018,8/02/2018,Thursday,6/02/2020,European Union (28),All,All,$,16000000,85000000
Exports,2018,9/02/2018,Friday,7/02/2020,European Union (28),All,All,$,35000000,120000000
Exports,2018,10/02/2018,Saturday,8/02/2020,European Union (28),All,All,$,8000000,128000000
Exports,2018,11/02/2018,Sunday,9/02/2020,European Union (28),All,All,$,7000000,136000000
Exports,2018,12/02/2018,Monday,10/02/2020,European Union (28),All,All,$,27000000,162000000
Exports,2018,13/02/2018,Tuesday,11/02/2020,European Union (28),All,All,$,11000000,173000000
Exports,2018,14/02/2018,Wednesday,12/02/2020,European Union (28),All,All,$,2000000,175000000
Exports,2018,15/02/2018,Thursday,13/02/2020,European Union (28),All,All,$,15000000,190000000
Exports,2018,16/02/2018,Friday,14/02/2020,European Union (28),All,All,$,20000000,211000000
Exports,2018,17/02/2018,Saturday,15/02/2020,European Union (28),All,All,$,9000000,220000000
Exports,2018,18/02/2018,Sunday,16/02/2020,European Union (28),All,All,$,7000000,227000000
Exports,2018,19/02/2018,Monday,17/02/2020,European Union (28),All,All,$,23000000,250000000
Exports,2018,20/02/2018,Tuesday,18/02/2020,European Union (28),All,All,$,5000000,255000000
Exports,2018,21/02/2018,Wednesday,19/02/2020,European Union (28),All,All,$,7000000,262000000
Exports,2018,22/02/2018,Thursday,20/02/2020,European Union (28),All,All,$,26000000,288000000
Exports,2018,23/02/2018,Friday,21/02/2020,European Union (28),All,All,$,21000000,309000000
Exports,2018,24/02/2018,Saturday,22/02/2020,European Union (28),All,All,$,14000000,323000000
Exports,2018,25/02/2018,Sunday,23/02/2020,European Union (28),All,All,$,7000000,330000000
Exports,2018,26/02/2018,Monday,24/02/2020,European Union (28),All,All,$,32000000,362000000
Exports,2018,27/02/2018,Tuesday,25/02/2020,European Union (28),All,All,$,14000000,376000000
Exports,2018,28/02/2018,Wednesday,26/02/2020,European Union (28),All,All,$,21000000,397000000
Exports,2018,1/03/2018,Thursday,27/02/2020,European Union (28),All,All,$,16000000,413000000
Exports,2018,2/03/2018,Friday,28/02/2020,European Union (28),All,All,$,21000000,434000000
Exports,2018,3/03/2018,Saturday,29/02/2020,European Union (28),All,All,$,14000000,448000000
Exports,2018,4/03/2018,Sunday,1/03/2020,European Union (28),All,All,$,16000000,464000000
Exports,2018,5/03/2018,Monday,2/03/2020,European Union (28),All,All,$,34000000,498000000
Exports,2018,6/03/2018,Tuesday,3/03/2020,European Union (28),All,All,$,10000000,508000000
Exports,2018,7/03/2018,Wednesday,4/03/2020,European Union (28),All,All,$,7000000,515000000
Exports,2018,8/03/2018,Thursday,5/03/2020,European Union (28),All,All,$,13000000,529000000
Exports,2018,9/03/2018,Friday,6/03/2020,European Union (28),All,All,$,18000000,546000000
Exports,2018,10/03/2018,Saturday,7/03/2020,European Union (28),All,All,$,11000000,557000000
Exports,2018,11/03/2018,Sunday,8/03/2020,European Union (28),All,All,$,15000000,572000000
Exports,2018,12/03/2018,Monday,9/03/2020,European Union (28),All,All,$,39000000,611000000
Exports,2018,13/03/2018,Tuesday,10/03/2020,European Union (28),All,All,$,12000000,623000000
Exports,2018,14/03/2018,Wednesday,11/03/2020,European Union (28),All,All,$,10000000,633000000
Exports,2018,15/03/2018,Thursday,12/03/2020,European Union (28),All,All,$,17000000,650000000
Exports,2018,16/03/2018,Friday,13/03/2020,European Union (28),All,All,$,17000000,667000000
Exports,2018,17/03/2018,Saturday,14/03/2020,European Union (28),All,All,$,11000000,678000000
Exports,2018,18/03/2018,Sunday,15/03/2020,European Union (28),All,All,$,14000000,692000000
Exports,2018,19/03/2018,Monday,16/03/2020,European Union (28),All,All,$,36000000,728000000
Exports,2018,20/03/2018,Tuesday,17/03/2020,European Union (28),All,All,$,5000000,733000000
Exports,2018,21/03/2018,Wednesday,18/03/2020,European Union (28),All,All,$,10000000,743000000
Exports,2018,22/03/2018,Thursday,19/03/2020,European Union (28),All,All,$,26000000,769000000
Exports,2018,23/03/2018,Friday,20/03/2020,European Union (28),All,All,$,15000000,784000000
Exports,2018,24/03/2018,Saturday,21/03/2020,European Union (28),All,All,$,5000000,789000000
Exports,2018,25/03/2018,Sunday,22/03/2020,European Union (28),All,All,$,14000000,804000000
Exports,2018,26/03/2018,Monday,23/03/2020,European Union (28),All,All,$,36000000,840000000
Exports,2018,27/03/2018,Tuesday,24/03/2020,European Union (28),All,All,$,9000000,849000000
Exports,2018,28/03/2018,Wednesday,25/03/2020,European Union (28),All,All,$,16000000,865000000
Exports,2018,29/03/2018,Thursday,26/03/2020,European Union (28),All,All,$,21000000,886000000
Exports,2018,30/03/2018,Friday,27/03/2020,European Union (28),All,All,$,18000000,904000000
Exports,2018,31/03/2018,Saturday,28/03/2020,European Union (28),All,All,$,8000000,912000000
Exports,2018,1/04/2018,Sunday,29/03/2020,European Union (28),All,All,$,14000000,927000000
Exports,2018,2/04/2018,Monday,30/03/2020,European Union (28),All,All,$,27000000,954000000
Exports,2018,3/04/2018,Tuesday,31/03/2020,European Union (28),All,All,$,8000000,962000000
Exports,2018,4/04/2018,Wednesday,1/04/2020,European Union (28),All,All,$,23000000,984000000
Exports,2018,5/04/2018,Thursday,2/04/2020,European Union (28),All,All,$,19000000,1004000000
Exports,2018,6/04/2018,Friday,3/04/2020,European Union (28),All,All,$,16000000,1020000000
Exports,2018,7/04/2018,Saturday,4/04/2020,European Union (28),All,All,$,13000000,1033000000
Exports,2018,8/04/2018,Sunday,5/04/2020,European Union (28),All,All,$,12000000,1045000000
Exports,2018,9/04/2018,Monday,6/04/2020,European Union (28),All,All,$,43000000,1087000000
Exports,2018,10/04/2018,Tuesday,7/04/2020,European Union (28),All,All,$,7000000,1095000000
Exports,2018,11/04/2018,Wednesday,8/04/2020,European Union (28),All,All,$,11000000,1106000000
Exports,2018,12/04/2018,Thursday,9/04/2020,European Union (28),All,All,$,37000000,1142000000
Exports,2018,13/04/2018,Friday,10/04/2020,European Union (28),All,All,$,14000000,1157000000
Exports,2018,14/04/2018,Saturday,11/04/2020,European Union (28),All,All,$,10000000,1166000000
Exports,2018,15/04/2018,Sunday,12/04/2020,European Union (28),All,All,$,13000000,1179000000
Exports,2018,16/04/2018,Monday,13/04/2020,European Union (28),All,All,$,36000000,1215000000
Exports,2018,17/04/2018,Tuesday,14/04/2020,European Union (28),All,All,$,11000000,1226000000
Exports,2018,18/04/2018,Wednesday,15/04/2020,European Union (28),All,All,$,33000000,1259000000
Exports,2018,19/04/2018,Thursday,16/04/2020,European Union (28),All,All,$,18000000,1277000000
Exports,2018,20/04/2018,Friday,17/04/2020,European Union (28),All,All,$,37000000,1314000000
Exports,2018,21/04/2018,Saturday,18/04/2020,European Union (28),All,All,$,10000000,1324000000
Exports,2018,22/04/2018,Sunday,19/04/2020,European Union (28),All,All,$,7000000,1331000000
Exports,2018,23/04/2018,Monday,20/04/2020,European Union (28),All,All,$,41000000,1373000000
Exports,2018,24/04/2018,Tuesday,21/04/2020,European Union (28),All,All,$,8000000,1381000000
Exports,2018,25/04/2018,Wednesday,22/04/2020,European Union (28),All,All,$,23000000,1404000000
Exports,2018,26/04/2018,Thursday,23/04/2020,European Union (28),All,All,$,33000000,1437000000
Exports,2018,27/04/2018,Friday,24/04/2020,European Union (28),All,All,$,18000000,1455000000
Exports,2018,28/04/2018,Saturday,25/04/2020,European Union (28),All,All,$,15000000,1470000000
Exports,2018,29/04/2018,Sunday,26/04/2020,European Union (28),All,All,$,25000000,1496000000
Exports,2018,30/04/2018,Monday,27/04/2020,European Union (28),All,All,$,38000000,1533000000
Exports,2018,1/05/2018,Tuesday,28/04/2020,European Union (28),All,All,$,8000000,1542000000
Exports,2018,2/05/2018,Wednesday,29/04/2020,European Union (28),All,All,$,27000000,1569000000
Exports,2018,3/05/2018,Thursday,30/04/2020,European Union (28),All,All,$,19000000,1588000000
Exports,2018,4/05/2018,Friday,1/05/2020,European Union (28),All,All,$,21000000,1610000000
Exports,2018,5/05/2018,Saturday,2/05/2020,European Union (28),All,All,$,11000000,1620000000
Exports,2018,6/05/2018,Sunday,3/05/2020,European Union (28),All,All,$,18000000,1638000000
Exports,2018,7/05/2018,Monday,4/05/2020,European Union (28),All,All,$,40000000,1678000000
Exports,2018,8/05/2018,Tuesday,5/05/2020,European Union (28),All,All,$,5000000,1683000000
Exports,2018,9/05/2018,Wednesday,6/05/2020,European Union (28),All,All,$,33000000,1716000000
Exports,2018,10/05/2018,Thursday,7/05/2020,European Union (28),All,All,$,22000000,1738000000
Exports,2018,11/05/2018,Friday,8/05/2020,European Union (28),All,All,$,11000000,1749000000
Exports,2018,12/05/2018,Saturday,9/05/2020,European Union (28),All,All,$,14000000,1763000000
Exports,2018,13/05/2018,Sunday,10/05/2020,European Union (28),All,All,$,26000000,1789000000
Exports,2018,14/05/2018,Monday,11/05/2020,European Union (28),All,All,$,42000000,1831000000
Exports,2018,15/05/2018,Tuesday,12/05/2020,European Union (28),All,All,$,6000000,1838000000
Exports,2018,16/05/2018,Wednesday,13/05/2020,European Union (28),All,All,$,34000000,1872000000
Exports,2018,17/05/2018,Thursday,14/05/2020,European Union (28),All,All,$,21000000,1893000000
Exports,2018,18/05/2018,Friday,15/05/2020,European Union (28),All,All,$,9000000,1902000000
Exports,2018,19/05/2018,Saturday,16/05/2020,European Union (28),All,All,$,16000000,1918000000
Exports,2018,20/05/2018,Sunday,17/05/2020,European Union (28),All,All,$,14000000,1932000000
Exports,2018,21/05/2018,Monday,18/05/2020,European Union (28),All,All,$,39000000,1971000000
Exports,2018,22/05/2018,Tuesday,19/05/2020,European Union (28),All,All,$,11000000,1982000000
Exports,2018,23/05/2018,Wednesday,20/05/2020,European Union (28),All,All,$,33000000,2015000000
Exports,2018,24/05/2018,Thursday,21/05/2020,European Union (28),All,All,$,23000000,2038000000
Exports,2018,25/05/2018,Friday,22/05/2020,European Union (28),All,All,$,13000000,2050000000
Exports,2018,26/05/2018,Saturday,23/05/2020,European Union (28),All,All,$,29000000,2079000000
Exports,2018,27/05/2018,Sunday,24/05/2020,European Union (28),All,All,$,19000000,2098000000
Exports,2018,28/05/2018,Monday,25/05/2020,European Union (28),All,All,$,32000000,2131000000
Exports,2018,29/05/2018,Tuesday,26/05/2020,European Union (28),All,All,$,10000000,2141000000
Exports,2018,30/05/2018,Wednesday,27/05/2020,European Union (28),All,All,$,31000000,2171000000
Exports,2018,31/05/2018,Thursday,28/05/2020,European Union (28),All,All,$,19000000,2190000000
Exports,2018,1/06/2018,Friday,29/05/2020,European Union (28),All,All,$,17000000,2208000000
Exports,2018,2/06/2018,Saturday,30/05/2020,European Union (28),All,All,$,9000000,2217000000
Exports,2018,3/06/2018,Sunday,31/05/2020,European Union (28),All,All,$,11000000,2228000000
Exports,2018,4/06/2018,Monday,1/06/2020,European Union (28),All,All,$,33000000,2261000000
Exports,2018,5/06/2018,Tuesday,2/06/2020,European Union (28),All,All,$,10000000,2270000000
Exports,2018,6/06/2018,Wednesday,3/06/2020,European Union (28),All,All,$,37000000,2307000000
Exports,2018,7/06/2018,Thursday,4/06/2020,European Union (28),All,All,$,13000000,2320000000
Exports,2018,8/06/2018,Friday,5/06/2020,European Union (28),All,All,$,7000000,2327000000
Exports,2018,9/06/2018,Saturday,6/06/2020,European Union (28),All,All,$,11000000,2338000000
Exports,2018,10/06/2018,Sunday,7/06/2020,European Union (28),All,All,$,13000000,2351000000
Exports,2018,11/06/2018,Monday,8/06/2020,European Union (28),All,All,$,24000000,2375000000
Exports,2018,12/06/2018,Tuesday,9/06/2020,European Union (28),All,All,$,7000000,2381000000
Exports,2018,13/06/2018,Wednesday,10/06/2020,European Union (28),All,All,$,25000000,2406000000
Exports,2018,14/06/2018,Thursday,11/06/2020,European Union (28),All,All,$,31000000,2437000000
Exports,2018,15/06/2018,Friday,12/06/2020,European Union (28),All,All,$,19000000,2456000000
Exports,2018,16/06/2018,Saturday,13/06/2020,European Union (28),All,All,$,10000000,2465000000
Exports,2018,17/06/2018,Sunday,14/06/2020,European Union (28),All,All,$,15000000,2481000000
Exports,2018,18/06/2018,Monday,15/06/2020,European Union (28),All,All,$,34000000,2515000000
Exports,2018,19/06/2018,Tuesday,16/06/2020,European Union (28),All,All,$,13000000,2527000000
Exports,2018,20/06/2018,Wednesday,17/06/2020,European Union (28),All,All,$,20000000,2548000000
Exports,2018,21/06/2018,Thursday,18/06/2020,European Union (28),All,All,$,15000000,2563000000
Exports,2018,22/06/2018,Friday,19/06/2020,European Union (28),All,All,$,12000000,2575000000
Exports,2018,23/06/2018,Saturday,20/06/2020,European Union (28),All,All,$,9000000,2583000000
Exports,2018,24/06/2018,Sunday,21/06/2020,European Union (28),All,All,$,12000000,2595000000
Exports,2018,25/06/2018,Monday,22/06/2020,European Union (28),All,All,$,19000000,2615000000
Exports,2018,26/06/2018,Tuesday,23/06/2020,European Union (28),All,All,$,9000000,2624000000
Exports,2018,27/06/2018,Wednesday,24/06/2020,European Union (28),All,All,$,13000000,2637000000
Exports,2018,28/06/2018,Thursday,25/06/2020,European Union (28),All,All,$,17000000,2654000000
Exports,2018,29/06/2018,Friday,26/06/2020,European Union (28),All,All,$,14000000,2668000000
Exports,2018,30/06/2018,Saturday,27/06/2020,European Union (28),All,All,$,11000000,2679000000
Exports,2018,1/07/2018,Sunday,28/06/2020,European Union (28),All,All,$,19000000,2699000000
Exports,2018,2/07/2018,Monday,29/06/2020,European Union (28),All,All,$,37000000,2736000000
Exports,2018,3/07/2018,Tuesday,30/06/2020,European Union (28),All,All,$,6000000,2742000000
Exports,2018,4/07/2018,Wednesday,1/07/2020,European Union (28),All,All,$,17000000,2759000000
Exports,2018,5/07/2018,Thursday,2/07/2020,European Union (28),All,All,$,8000000,2767000000
Exports,2018,6/07/2018,Friday,3/07/2020,European Union (28),All,All,$,19000000,2786000000
Exports,2018,7/07/2018,Saturday,4/07/2020,European Union (28),All,All,$,9000000,2795000000
Exports,2018,8/07/2018,Sunday,5/07/2020,European Union (28),All,All,$,9000000,2804000000
Exports,2018,9/07/2018,Monday,6/07/2020,European Union (28),All,All,$,34000000,2837000000
Exports,2018,10/07/2018,Tuesday,7/07/2020,European Union (28),All,All,$,7000000,2844000000
Exports,2018,11/07/2018,Wednesday,8/07/2020,European Union (28),All,All,$,21000000,2865000000
Exports,2018,12/07/2018,Thursday,9/07/2020,European Union (28),All,All,$,17000000,2883000000
Exports,2018,13/07/2018,Friday,10/07/2020,European Union (28),All,All,$,17000000,2900000000
Exports,2018,14/07/2018,Saturday,11/07/2020,European Union (28),All,All,$,9000000,2909000000
Exports,2018,15/07/2018,Sunday,12/07/2020,European Union (28),All,All,$,10000000,2919000000
Exports,2018,16/07/2018,Monday,13/07/2020,European Union (28),All,All,$,23000000,2942000000
Exports,2018,17/07/2018,Tuesday,14/07/2020,European Union (28),All,All,$,8000000,2950000000
Exports,2018,18/07/2018,Wednesday,15/07/2020,European Union (28),All,All,$,18000000,2968000000
